"","pfCode","yr","period","periodDesc","aggrLevel","IsLeaf","rgCode","rgDesc","rtCode","rtTitle","rt3ISO","ptCode","ptTitle","pt3ISO","ptCode2","ptTitle2","pt3ISO2","cstCode","cstDesc","motCode","motDesc","cmdCode","cmdDescE","qtCode","qtDesc","qtAltCode","qtAltDesc","TradeQuantity","AltQuantity","NetWeight","GrossWeight","TradeValue","CIFValue","FOBValue","estCode"
"1147","H4","2016",2016-01-01,"2016","6","1","2","Export","56","Belgium","BEL","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","1000409",NA,"1000409",NA,45242817,NA,NA,"6"
"1148","H4","2016",2016-01-01,"2016","6","1","2","Export","68","Bolivia (Plurinational State of)","BOL","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","4",NA,"4",NA,70,NA,NA,"0"
"1149","H4","2016",2016-01-01,"2016","6","1","2","Export","70","Bosnia Herzegovina","BIH","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","185404",NA,"185404",NA,5885698,NA,NA,"0"
"1150","H4","2016",2016-01-01,"2016","6","1","2","Export","72","Botswana","BWA","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","135",NA,"135",NA,314,NA,NA,"0"
"1151","H4","2016",2016-01-01,"2016","6","1","2","Export","76","Brazil","BRA","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","1526066",NA,"1526066",NA,34356233,NA,NA,"6"
"1152","H4","2016",2016-01-01,"2016","6","1","2","Export","100","Bulgaria","BGR","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","85617",NA,"85617",NA,5872414,NA,NA,"0"
"1153","H4","2016",2016-01-01,"2016","6","1","2","Export","112","Belarus","BLR","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","332025",NA,"332025",NA,4163600,NA,NA,"6"
"1154","H4","2016",2016-01-01,"2016","6","1","2","Export","116","Cambodia","KHM","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","29078",NA,"29078",NA,100396,NA,NA,"0"
"1155","H4","2016",2016-01-01,"2016","6","1","2","Export","124","Canada","CAN","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","1","No Quantity",NA,"","0",NA,"0",NA,929381545,NA,NA,"6"
"1156","H4","2016",2016-01-01,"2016","6","1","2","Export","144","Sri Lanka","LKA","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","7165",NA,"7165",NA,1301193,NA,NA,"6"
"1157","H4","2016",2016-01-01,"2016","6","1","2","Export","152","Chile","CHL","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","452703",NA,"452703",NA,1234624,NA,NA,"6"
"1158","H4","2016",2016-01-01,"2016","6","1","2","Export","156","China","CHN","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","98011674",NA,"98011674",NA,2905113897,NA,NA,"6"
"1159","H4","2016",2016-01-01,"2016","6","1","2","Export","170","Colombia","COL","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","77015",NA,"77015",NA,1663946,NA,NA,"0"
"1160","H4","2016",2016-01-01,"2016","6","1","2","Export","188","Costa Rica","CRI","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","36439",NA,"36439",NA,505981,NA,NA,"6"
"1161","H4","2016",2016-01-01,"2016","6","1","2","Export","191","Croatia","HRV","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","13344",NA,"13344",NA,1041337,NA,NA,"0"
"1162","H4","2016",2016-01-01,"2016","6","1","2","Export","196","Cyprus","CYP","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","44720",NA,"44720",NA,414699,NA,NA,"0"
"1163","H4","2016",2016-01-01,"2016","6","1","2","Export","203","Czechia","CZE","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","5228980",NA,"5228980",NA,118614874,NA,NA,"6"
"1164","H4","2016",2016-01-01,"2016","6","1","2","Export","208","Denmark","DNK","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","150682",NA,"150682",NA,18011584,NA,NA,"0"
"1165","H4","2016",2016-01-01,"2016","6","1","2","Export","214","Dominican Rep.","DOM","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","18080",NA,"18080",NA,205489,NA,NA,"0"
"1166","H4","2016",2016-01-01,"2016","6","1","2","Export","218","Ecuador","ECU","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","35296",NA,"35296",NA,627372,NA,NA,"0"
"1167","H4","2016",2016-01-01,"2016","6","1","2","Export","222","El Salvador","SLV","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","5747",NA,"5747",NA,236048,NA,NA,"0"
"1168","H4","2016",2016-01-01,"2016","6","1","2","Export","231","Ethiopia","ETH","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","24",NA,"24",NA,4846,NA,NA,"0"
"1169","H4","2016",2016-01-01,"2016","6","1","2","Export","233","Estonia","EST","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","77105",NA,"77105",NA,2167485,NA,NA,"0"
"1170","H4","2016",2016-01-01,"2016","6","1","2","Export","246","Finland","FIN","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","389672",NA,"389672",NA,21928020,NA,NA,"6"
"1171","H4","2016",2016-01-01,"2016","6","1","2","Export","251","France","FRA","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","5687057",NA,"5687057",NA,146589140,NA,NA,"6"
"1172","H4","2016",2016-01-01,"2016","6","1","2","Export","268","Georgia","GEO","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","296",NA,"296",NA,2880,NA,NA,"0"
"1173","H4","2016",2016-01-01,"2016","6","1","2","Export","275","State of Palestine","PSE","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","35",NA,"35",NA,1042,NA,NA,"6"
"1174","H4","2016",2016-01-01,"2016","6","1","2","Export","276","Germany","DEU","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","21197400",NA,"21197400",NA,942248521,NA,NA,"6"
"1175","H4","2016",2016-01-01,"2016","6","1","2","Export","288","Ghana","GHA","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","40425",NA,"40425",NA,73480,NA,NA,"0"
"1176","H4","2016",2016-01-01,"2016","6","1","2","Export","300","Greece","GRC","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","36759",NA,"36759",NA,1148616,NA,NA,"0"
"1177","H4","2016",2016-01-01,"2016","6","1","2","Export","320","Guatemala","GTM","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","9107",NA,"9107",NA,66118,NA,NA,"0"
"1178","H4","2016",2016-01-01,"2016","6","1","2","Export","340","Honduras","HND","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","10048",NA,"10048",NA,100366,NA,NA,"0"
"1179","H4","2016",2016-01-01,"2016","6","1","2","Export","344","China, Hong Kong SAR","HKG","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","20923317",NA,"20923317",NA,444336327,NA,NA,"0"
"1180","H4","2016",2016-01-01,"2016","6","1","2","Export","348","Hungary","HUN","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","2679681",NA,"2679681",NA,62414825,NA,NA,"0"
"1181","H4","2016",2016-01-01,"2016","6","1","2","Export","352","Iceland","ISL","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","12594",NA,"12594",NA,230698,NA,NA,"0"
"1182","H4","2016",2016-01-01,"2016","6","1","2","Export","360","Indonesia","IDN","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","871494",NA,"871494",NA,14713312,NA,NA,"0"
"1183","H4","2016",2016-01-01,"2016","6","1","2","Export","364","Iran","IRN","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","44471",NA,"44471",NA,178898,NA,NA,"0"
"1184","H4","2016",2016-01-01,"2016","6","1","2","Export","372","Ireland","IRL","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","57574",NA,"57574",NA,6796116,NA,NA,"0"
"1185","H4","2016",2016-01-01,"2016","6","1","2","Export","376","Israel","ISR","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","77563",NA,"77563",NA,2299000,NA,NA,"6"
"1186","H4","2016",2016-01-01,"2016","6","1","2","Export","381","Italy","ITA","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","26008904",NA,"26008904",NA,754208976,NA,NA,"0"
"1187","H4","2016",2016-01-01,"2016","6","1","2","Export","384","Côte d'Ivoire","CIV","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","16532",NA,"16532",NA,186538,NA,NA,"0"
"1188","H4","2016",2016-01-01,"2016","6","1","2","Export","392","Japan","JPN","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","13076517",NA,"13076517",NA,835007975,NA,NA,"6"
"1189","H4","2016",2016-01-01,"2016","6","1","2","Export","398","Kazakhstan","KAZ","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","17895",NA,"17895",NA,134154,NA,NA,"0"
"1190","H4","2016",2016-01-01,"2016","6","1","2","Export","400","Jordan","JOR","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","24665",NA,"24665",NA,90046,NA,NA,"0"
"1191","H4","2016",2016-01-01,"2016","6","1","2","Export","404","Kenya","KEN","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","11975",NA,"11975",NA,310169,NA,NA,"0"
"1192","H4","2016",2016-01-01,"2016","6","1","2","Export","410","Rep. of Korea","KOR","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","60239495",NA,"60239495",NA,1262473579,NA,NA,"0"
"1193","H4","2016",2016-01-01,"2016","6","1","2","Export","417","Kyrgyzstan","KGZ","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","1476",NA,"1476",NA,4680,NA,NA,"0"
"1194","H4","2016",2016-01-01,"2016","6","1","2","Export","422","Lebanon","LBN","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","18005",NA,"18005",NA,256936,NA,NA,"0"
"1195","H4","2016",2016-01-01,"2016","6","1","2","Export","426","Lesotho","LSO","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","20034",NA,"20034",NA,143554,NA,NA,"0"
"1196","H4","2016",2016-01-01,"2016","6","1","2","Export","428","Latvia","LVA","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","44224",NA,"44224",NA,1912491,NA,NA,"6"
"1197","H4","2016",2016-01-01,"2016","6","1","2","Export","440","Lithuania","LTU","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","257072",NA,"257072",NA,8899153,NA,NA,"0"
"1198","H4","2016",2016-01-01,"2016","6","1","2","Export","442","Luxembourg","LUX","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","709266",NA,"709266",NA,67984604,NA,NA,"6"
"1199","H4","2016",2016-01-01,"2016","6","1","2","Export","450","Madagascar","MDG","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","3520",NA,"3520",NA,1063,NA,NA,"0"
"1200","H4","2016",2016-01-01,"2016","6","1","2","Export","454","Malawi","MWI","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","12575",NA,"12575",NA,11017,NA,NA,"0"
"1201","H4","2016",2016-01-01,"2016","6","1","2","Export","458","Malaysia","MYS","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","2252227",NA,"2252227",NA,39904168,NA,NA,"0"
"1202","H4","2016",2016-01-01,"2016","6","1","2","Export","470","Malta","MLT","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","3047",NA,"3047",NA,280251,NA,NA,"0"
"1203","H4","2016",2016-01-01,"2016","6","1","2","Export","480","Mauritius","MUS","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","885",NA,"885",NA,16746,NA,NA,"0"
"1204","H4","2016",2016-01-01,"2016","6","1","2","Export","484","Mexico","MEX","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","4636791",NA,"4636791",NA,233627300,NA,NA,"6"
"1205","H4","2016",2016-01-01,"2016","6","1","2","Export","490","Other Asia, nes",NA,"0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","6484170",NA,"6484170",NA,136765762,NA,NA,"0"
"1206","H4","2016",2016-01-01,"2016","6","1","2","Export","498","Rep. of Moldova","MDA","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","16599",NA,"16599",NA,111080,NA,NA,"0"
"1207","H4","2016",2016-01-01,"2016","6","1","2","Export","504","Morocco","MAR","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","226250",NA,"226250",NA,1661545,NA,NA,"0"
"1208","H4","2016",2016-01-01,"2016","6","1","2","Export","512","Oman","OMN","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","270",NA,"270",NA,8923,NA,NA,"0"
"1209","H4","2016",2016-01-01,"2016","6","1","2","Export","516","Namibia","NAM","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","408",NA,"408",NA,16712,NA,NA,"0"
"1210","H4","2016",2016-01-01,"2016","6","1","2","Export","528","Netherlands","NLD","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","530520",NA,"530520",NA,68340910,NA,NA,"0"
"1211","H4","2016",2016-01-01,"2016","6","1","2","Export","554","New Zealand","NZL","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","1","No Quantity",NA,"","0",NA,"0",NA,701152,NA,NA,"6"
"1212","H4","2016",2016-01-01,"2016","6","1","2","Export","558","Nicaragua","NIC","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","1688",NA,"1688",NA,40976,NA,NA,"0"
"1213","H4","2016",2016-01-01,"2016","6","1","2","Export","566","Nigeria","NGA","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","1205",NA,"1205",NA,35722,NA,NA,"6"
"1214","H4","2016",2016-01-01,"2016","6","1","2","Export","579","Norway","NOR","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","137533",NA,"137533",NA,3066976,NA,NA,"0"
"1215","H4","2016",2016-01-01,"2016","6","1","2","Export","586","Pakistan","PAK","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","9428",NA,"9428",NA,279457,NA,NA,"6"
"1216","H4","2016",2016-01-01,"2016","6","1","2","Export","591","Panama","PAN","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","17655",NA,"17655",NA,125966,NA,NA,"0"
"1217","H4","2016",2016-01-01,"2016","6","1","2","Export","600","Paraguay","PRY","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","2557",NA,"2557",NA,32000,NA,NA,"0"
"1218","H4","2016",2016-01-01,"2016","6","1","2","Export","604","Peru","PER","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","17092",NA,"17092",NA,1468513,NA,NA,"0"
"1219","H4","2016",2016-01-01,"2016","6","1","2","Export","616","Poland","POL","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","3802255",NA,"3802255",NA,53122415,NA,NA,"0"
"1220","H4","2016",2016-01-01,"2016","6","1","2","Export","620","Portugal","PRT","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","24760705",NA,"24760705",NA,607439773,NA,NA,"6"
"1221","H4","2016",2016-01-01,"2016","6","1","2","Export","642","Romania","ROU","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","1008971",NA,"1008971",NA,22909127,NA,NA,"6"
"1222","H4","2016",2016-01-01,"2016","6","1","2","Export","643","Russian Federation","RUS","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","464979",NA,"464979",NA,5362509,NA,NA,"0"
"1223","H4","2016",2016-01-01,"2016","6","1","2","Export","682","Saudi Arabia","SAU","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","26000",NA,"26000",NA,384312,NA,NA,"0"
"1224","H4","2016",2016-01-01,"2016","6","1","2","Export","688","Serbia","SRB","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","256966",NA,"256966",NA,6398040,NA,NA,"6"
"1225","H4","2016",2016-01-01,"2016","6","1","2","Export","699","India","IND","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","1833214",NA,"1833214",NA,53824819,NA,NA,"6"
"1226","H4","2016",2016-01-01,"2016","6","1","2","Export","702","Singapore","SGP","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","1387465",NA,"1387465",NA,65926008,NA,NA,"6"
"1227","H4","2016",2016-01-01,"2016","6","1","2","Export","703","Slovakia","SVK","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","754803",NA,"754803",NA,14215966,NA,NA,"0"
"1228","H4","2016",2016-01-01,"2016","6","1","2","Export","704","Viet Nam","VNM","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","138188",NA,"138188",NA,6566078,NA,NA,"6"
"1229","H4","2016",2016-01-01,"2016","6","1","2","Export","705","Slovenia","SVN","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","1615022",NA,"1615022",NA,38134844,NA,NA,"0"
"1230","H4","2016",2016-01-01,"2016","6","1","2","Export","710","South Africa","ZAF","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","390797",NA,"390797",NA,4708304,NA,NA,"0"
"1231","H4","2016",2016-01-01,"2016","6","1","2","Export","724","Spain","ESP","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","2271016",NA,"2271016",NA,65745314,NA,NA,"0"
"1232","H4","2016",2016-01-01,"2016","6","1","2","Export","752","Sweden","SWE","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","267374",NA,"267374",NA,9073947,NA,NA,"6"
"1233","H4","2016",2016-01-01,"2016","6","1","2","Export","757","Switzerland","CHE","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","3132269",NA,"3132269",NA,263338637,NA,NA,"6"
"1234","H4","2016",2016-01-01,"2016","6","1","2","Export","764","Thailand","THA","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","2826764",NA,"2826764",NA,72530511,NA,NA,"6"
"1235","H4","2016",2016-01-01,"2016","6","1","2","Export","784","United Arab Emirates","ARE","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","102158",NA,"102158",NA,1036182,NA,NA,"0"
"1236","H4","2016",2016-01-01,"2016","6","1","2","Export","788","Tunisia","TUN","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","14840",NA,"14840",NA,89217,NA,NA,"0"
"1237","H4","2016",2016-01-01,"2016","6","1","2","Export","792","Turkey","TUR","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","2645666",NA,"2645666",NA,41878142,NA,NA,"0"
"1238","H4","2016",2016-01-01,"2016","6","1","2","Export","804","Ukraine","UKR","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","785315",NA,"785315",NA,6374051,NA,NA,"0"
"1239","H4","2016",2016-01-01,"2016","6","1","2","Export","807","North Macedonia","MKD","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","1685",NA,"1685",NA,56963,NA,NA,"0"
"1240","H4","2016",2016-01-01,"2016","6","1","2","Export","818","Egypt","EGY","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","8761",NA,"8761",NA,21754,NA,NA,"0"
"1241","H4","2016",2016-01-01,"2016","6","1","2","Export","826","United Kingdom","GBR","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","719994",NA,"719994",NA,41390389,NA,NA,"6"
"1242","H4","2016",2016-01-01,"2016","6","1","2","Export","834","United Rep. of Tanzania","TZA","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","12629",NA,"12629",NA,155476,NA,NA,"0"
"1243","H4","2016",2016-01-01,"2016","6","1","2","Export","842","USA","USA","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","1","No Quantity",NA,"","0",NA,"0",NA,596829440,NA,NA,"6"
"1244","H4","2016",2016-01-01,"2016","6","1","2","Export","858","Uruguay","URY","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","36647",NA,"36647",NA,562047,NA,NA,"0"
"1245","H4","2016",2016-01-01,"2016","6","1","2","Export","894","Zambia","ZMB","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","2501",NA,"2501",NA,1501,NA,NA,"0"
"1246","H4","2016",2016-01-01,"2016","4","0","2","Export","32","Argentina","ARG","0","World","WLD",NA,"","","","","","","8486","Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in note 9-C to this Chapter","1","No Quantity",NA,"","0",NA,"10177",NA,2757837,NA,NA,"0"
"1247","H4","2016",2016-01-01,"2016","4","0","2","Export","36","Australia","AUS","0","World","WLD",NA,"","","","","","","8486","Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in note 9-C to this Chapter","1","No Quantity",NA,"",NA,NA,"922925",NA,24621797,NA,NA,"0"
"1248","H4","2016",2016-01-01,"2016","4","0","2","Export","40","Austria","AUT","0","World","WLD",NA,"","","","","","","8486","Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in note 9-C to this Chapter","1","No Quantity",NA,"","0",NA,"1452362",NA,490516584,NA,NA,"6"
"1249","H4","2016",2016-01-01,"2016","4","0","2","Export","44","Bahamas","BHS","0","World","WLD",NA,"","","","","","","8486","Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in note 9-C to this Chapter","1","No Quantity",NA,"","0",NA,"322503",NA,957126,NA,NA,"2"
"1250","H4","2016",2016-01-01,"2016","4","0","2","Export","48","Bahrain","BHR","0","World","WLD",NA,"","","","","","","8486","Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in note 9-C to this Chapter","1","No Quantity",NA,"","0",NA,"21068",NA,195456,NA,NA,"0"
"1251","H4","2016",2016-01-01,"2016","4","0","2","Export","51","Armenia","ARM","0","World","WLD",NA,"","","","","","","8486","Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in note 9-C to this Chapter","1","No Quantity",NA,"",NA,NA,"510",NA,1036,NA,NA,"0"
