"","pfCode","yr","period","periodDesc","aggrLevel","IsLeaf","rgCode","rgDesc","rtCode","rtTitle","rt3ISO","ptCode","ptTitle","pt3ISO","ptCode2","ptTitle2","pt3ISO2","cstCode","cstDesc","motCode","motDesc","cmdCode","cmdDescE","qtCode","qtDesc","qtAltCode","qtAltDesc","TradeQuantity","AltQuantity","NetWeight","GrossWeight","TradeValue","CIFValue","FOBValue","estCode"
"1","H5","2017",2017-01-01,"2017","6","1","2","Export","8","Albania","ALB","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","3279",NA,"3279",NA,77377,NA,NA,"0"
"2","H5","2017",2017-01-01,"2017","6","1","2","Export","12","Algeria","DZA","0","World","WLD",NA,"","","","","","","391190","Polysulphides, polysulphones and similar products of chemical synthesis n.e.c. in chapter 39; in primary forms","8","Weight in kilograms",NA,"","1333",NA,"1333",NA,3091,NA,NA,"0"
"3","H5","2017",2017-01-01,"2017","6","1","2","Export","12","Algeria","DZA","0","World","WLD",NA,"","","","","","","392099","Plastics; plates, sheets, film, foil and strip (not self-adhesive), of plastics n.e.c. in heading no. 3920, non-cellular and not reinforced, laminated, supported or similarly combined with other materials","8","Weight in kilograms",NA,"","327",NA,"327",NA,1947,NA,NA,"6"
"4","H5","2017",2017-01-01,"2017","6","1","2","Export","36","Australia","AUS","0","World","WLD",NA,"","","","","","","281111","Hydrogen fluoride (hydrofluoric acid)","8","Weight in kilograms",NA,"","5479",NA,"5479",NA,110908,NA,NA,"0"
"5","H5","2017",2017-01-01,"2017","6","1","2","Export","20","Andorra","AND","0","World","WLD",NA,"","","","","","","370790","Photographic goods; chemical preparations other than sensitised emulsions, put up in measured portions or put up for retail sale in a form ready for use","8","Weight in kilograms",NA,"","225",NA,"225",NA,2675,NA,NA,"0"
"6","H5","2017",2017-01-01,"2017","6","1","2","Export","36","Australia","AUS","0","World","WLD",NA,"","","","","","","370790","Photographic goods; chemical preparations other than sensitised emulsions, put up in measured portions or put up for retail sale in a form ready for use","8","Weight in kilograms",NA,"","495804",NA,"495804",NA,10563633,NA,NA,"6"
"7","H5","2017",2017-01-01,"2017","6","1","2","Export","12","Algeria","DZA","0","World","WLD",NA,"","","","","","","854370","Electrical machines and apparatus; having individual functions, not specified or included elsewhere in this chapter, n.e.c. in heading no. 8543","1","No Quantity",NA,"","0",NA,"23",NA,1425,NA,NA,"6"
"8","H5","2017",2017-01-01,"2017","6","1","2","Export","20","Andorra","AND","0","World","WLD",NA,"","","","","","","854370","Electrical machines and apparatus; having individual functions, not specified or included elsewhere in this chapter, n.e.c. in heading no. 8543","1","No Quantity",NA,"","0",NA,"20528",NA,177322,NA,NA,"2"
"9","H5","2017",2017-01-01,"2017","6","1","2","Export","20","Andorra","AND","0","World","WLD",NA,"","","","","","","854390","Electrical machines and apparatus; parts of the electrical goods of heading no. 8543","8","Weight in kilograms",NA,"","290",NA,"290",NA,5920,NA,NA,"0"
"10","H5","2017",2017-01-01,"2017","6","1","2","Export","40","Austria","AUT","0","World","WLD",NA,"","","","","","","281111","Hydrogen fluoride (hydrofluoric acid)","8","Weight in kilograms",NA,"","246317",NA,"246317",NA,438264,NA,NA,"6"
"11","H5","2017",2017-01-01,"2017","6","1","2","Export","40","Austria","AUT","0","World","WLD",NA,"","","","","","","370790","Photographic goods; chemical preparations other than sensitised emulsions, put up in measured portions or put up for retail sale in a form ready for use","8","Weight in kilograms",NA,"","381550",NA,"381550",NA,22250834,NA,NA,"6"
"12","H5","2017",2017-01-01,"2017","6","1","2","Export","36","Australia","AUS","0","World","WLD",NA,"","","","","","","391190","Polysulphides, polysulphones and similar products of chemical synthesis n.e.c. in chapter 39; in primary forms","8","Weight in kilograms",NA,"","800006",NA,"800006",NA,2264104,NA,NA,"0"
"13","H5","2017",2017-01-01,"2017","6","1","2","Export","40","Austria","AUT","0","World","WLD",NA,"","","","","","","391190","Polysulphides, polysulphones and similar products of chemical synthesis n.e.c. in chapter 39; in primary forms","8","Weight in kilograms",NA,"","6013360",NA,"6013360",NA,55010981,NA,NA,"6"
"14","H5","2017",2017-01-01,"2017","6","1","2","Export","36","Australia","AUS","0","World","WLD",NA,"","","","","","","392099","Plastics; plates, sheets, film, foil and strip (not self-adhesive), of plastics n.e.c. in heading no. 3920, non-cellular and not reinforced, laminated, supported or similarly combined with other materials","8","Weight in kilograms",NA,"","2182172",NA,"2182172",NA,6681094,NA,NA,"0"
"15","H5","2017",2017-01-01,"2017","6","1","2","Export","40","Austria","AUT","0","World","WLD",NA,"","","","","","","392099","Plastics; plates, sheets, film, foil and strip (not self-adhesive), of plastics n.e.c. in heading no. 3920, non-cellular and not reinforced, laminated, supported or similarly combined with other materials","8","Weight in kilograms",NA,"","2774077",NA,"2774077",NA,38420013,NA,NA,"6"
"16","H5","2017",2017-01-01,"2017","6","1","2","Export","36","Australia","AUS","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","139234",NA,"139234",NA,7169812,NA,NA,"6"
"17","H5","2017",2017-01-01,"2017","4","0","2","Export","36","Australia","AUS","0","World","WLD",NA,"","","","","","","8486","Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in note 9-C to this Chapter","1","No Quantity",NA,"","0",NA,NA,NA,31512987,NA,NA,"6"
"18","H5","2017",2017-01-01,"2017","6","1","2","Export","36","Australia","AUS","0","World","WLD",NA,"","","","","","","854370","Electrical machines and apparatus; having individual functions, not specified or included elsewhere in this chapter, n.e.c. in heading no. 8543","5","Number of items",NA,"","392154",NA,"389873",NA,48670694,NA,NA,"4"
"19","H5","2017",2017-01-01,"2017","6","1","2","Export","36","Australia","AUS","0","World","WLD",NA,"","","","","","","854390","Electrical machines and apparatus; parts of the electrical goods of heading no. 8543","8","Weight in kilograms",NA,"","258329",NA,"258329",NA,36166176,NA,NA,"6"
"20","H5","2017",2017-01-01,"2017","6","1","2","Export","36","Australia","AUS","0","World","WLD",NA,"","","","","","","903082","Instruments and apparatus; for measuring or checking semiconductor wafers or devices","5","Number of items",NA,"","218",NA,NA,NA,243596,NA,NA,"6"
"21","H5","2017",2017-01-01,"2017","6","1","2","Export","36","Australia","AUS","0","World","WLD",NA,"","","","","","","903141","Optical instruments and appliances; for inspecting semiconductor wafers or devices or for inspecting photomasks or reticles used in manufacturing semiconductor devices, n.e.c. in chapter 90","5","Number of items",NA,"","457",NA,"10487",NA,3795932,NA,NA,"4"
"22","H5","2017",2017-01-01,"2017","6","1","2","Export","48","Bahrain","BHR","0","World","WLD",NA,"","","","","","","370790","Photographic goods; chemical preparations other than sensitised emulsions, put up in measured portions or put up for retail sale in a form ready for use","8","Weight in kilograms",NA,"","16503",NA,"16503",NA,538723,NA,NA,"0"
"23","H5","2017",2017-01-01,"2017","6","1","2","Export","51","Armenia","ARM","0","World","WLD",NA,"","","","","","","370790","Photographic goods; chemical preparations other than sensitised emulsions, put up in measured portions or put up for retail sale in a form ready for use","8","Weight in kilograms",NA,"","208",NA,"208",NA,383,NA,NA,"0"
"24","H5","2017",2017-01-01,"2017","6","1","2","Export","48","Bahrain","BHR","0","World","WLD",NA,"","","","","","","391190","Polysulphides, polysulphones and similar products of chemical synthesis n.e.c. in chapter 39; in primary forms","8","Weight in kilograms",NA,"","19278",NA,"19278",NA,102075,NA,NA,"0"
"25","H5","2017",2017-01-01,"2017","6","1","2","Export","48","Bahrain","BHR","0","World","WLD",NA,"","","","","","","392099","Plastics; plates, sheets, film, foil and strip (not self-adhesive), of plastics n.e.c. in heading no. 3920, non-cellular and not reinforced, laminated, supported or similarly combined with other materials","8","Weight in kilograms",NA,"","20443",NA,"20443",NA,48656,NA,NA,"0"
"26","H5","2017",2017-01-01,"2017","6","1","2","Export","51","Armenia","ARM","0","World","WLD",NA,"","","","","","","392099","Plastics; plates, sheets, film, foil and strip (not self-adhesive), of plastics n.e.c. in heading no. 3920, non-cellular and not reinforced, laminated, supported or similarly combined with other materials","8","Weight in kilograms",NA,"","1008",NA,"1008",NA,1271,NA,NA,"0"
"27","H5","2017",2017-01-01,"2017","6","1","2","Export","40","Austria","AUT","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","5240843",NA,"5240843",NA,248050646,NA,NA,"6"
"28","H5","2017",2017-01-01,"2017","6","1","2","Export","48","Bahrain","BHR","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","2966",NA,"2966",NA,14199,NA,NA,"0"
"29","H5","2017",2017-01-01,"2017","4","0","2","Export","40","Austria","AUT","0","World","WLD",NA,"","","","","","","8486","Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in note 9-C to this Chapter","1","No Quantity",NA,"","0",NA,"1469539",NA,564621707,NA,NA,"6"
"30","H5","2017",2017-01-01,"2017","4","0","2","Export","48","Bahrain","BHR","0","World","WLD",NA,"","","","","","","8486","Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in note 9-C to this Chapter","1","No Quantity",NA,"","0",NA,"0",NA,381,NA,NA,"0"
"31","H5","2017",2017-01-01,"2017","6","1","2","Export","40","Austria","AUT","0","World","WLD",NA,"","","","","","","854370","Electrical machines and apparatus; having individual functions, not specified or included elsewhere in this chapter, n.e.c. in heading no. 8543","1","No Quantity",NA,"","0",NA,"2264390",NA,167941014,NA,NA,"6"
"32","H5","2017",2017-01-01,"2017","6","1","2","Export","48","Bahrain","BHR","0","World","WLD",NA,"","","","","","","854370","Electrical machines and apparatus; having individual functions, not specified or included elsewhere in this chapter, n.e.c. in heading no. 8543","1","No Quantity",NA,"","0",NA,"6758",NA,180510,NA,NA,"0"
"33","H5","2017",2017-01-01,"2017","6","1","2","Export","40","Austria","AUT","0","World","WLD",NA,"","","","","","","854390","Electrical machines and apparatus; parts of the electrical goods of heading no. 8543","8","Weight in kilograms",NA,"","517423",NA,"517423",NA,45555331,NA,NA,"6"
"34","H5","2017",2017-01-01,"2017","6","1","2","Export","48","Bahrain","BHR","0","World","WLD",NA,"","","","","","","854390","Electrical machines and apparatus; parts of the electrical goods of heading no. 8543","8","Weight in kilograms",NA,"","3789",NA,"3789",NA,101068,NA,NA,"0"
"35","H5","2017",2017-01-01,"2017","6","1","2","Export","40","Austria","AUT","0","World","WLD",NA,"","","","","","","903082","Instruments and apparatus; for measuring or checking semiconductor wafers or devices","1","No Quantity",NA,"","0",NA,"8277",NA,3763508,NA,NA,"6"
"36","H5","2017",2017-01-01,"2017","6","1","2","Export","48","Bahrain","BHR","0","World","WLD",NA,"","","","","","","903082","Instruments and apparatus; for measuring or checking semiconductor wafers or devices","5","Number of items",NA,"","120",NA,"45",NA,1887,NA,NA,"0"
"37","H5","2017",2017-01-01,"2017","6","1","2","Export","40","Austria","AUT","0","World","WLD",NA,"","","","","","","903141","Optical instruments and appliances; for inspecting semiconductor wafers or devices or for inspecting photomasks or reticles used in manufacturing semiconductor devices, n.e.c. in chapter 90","1","No Quantity",NA,"","0",NA,"19045",NA,6534551,NA,NA,"2"
"38","H5","2017",2017-01-01,"2017","6","1","2","Export","56","Belgium","BEL","0","World","WLD",NA,"","","","","","","281111","Hydrogen fluoride (hydrofluoric acid)","8","Weight in kilograms",NA,"","124100",NA,"124100",NA,535471,NA,NA,"6"
"39","H5","2017",2017-01-01,"2017","6","1","2","Export","56","Belgium","BEL","0","World","WLD",NA,"","","","","","","370790","Photographic goods; chemical preparations other than sensitised emulsions, put up in measured portions or put up for retail sale in a form ready for use","8","Weight in kilograms",NA,"","41285156",NA,"41285156",NA,81191324,NA,NA,"6"
"40","H5","2017",2017-01-01,"2017","6","1","2","Export","56","Belgium","BEL","0","World","WLD",NA,"","","","","","","391190","Polysulphides, polysulphones and similar products of chemical synthesis n.e.c. in chapter 39; in primary forms","8","Weight in kilograms",NA,"","20801180",NA,"20801180",NA,172846641,NA,NA,"0"
"41","H5","2017",2017-01-01,"2017","6","1","2","Export","56","Belgium","BEL","0","World","WLD",NA,"","","","","","","392099","Plastics; plates, sheets, film, foil and strip (not self-adhesive), of plastics n.e.c. in heading no. 3920, non-cellular and not reinforced, laminated, supported or similarly combined with other materials","8","Weight in kilograms",NA,"","14653068",NA,"14653068",NA,45836169,NA,NA,"6"
"42","H5","2017",2017-01-01,"2017","6","1","2","Export","60","Bermuda","BMU","0","World","WLD",NA,"","","","","","","392099","Plastics; plates, sheets, film, foil and strip (not self-adhesive), of plastics n.e.c. in heading no. 3920, non-cellular and not reinforced, laminated, supported or similarly combined with other materials","8","Weight in kilograms",NA,"","1",NA,"1",NA,20,NA,NA,"0"
"43","H5","2017",2017-01-01,"2017","6","1","2","Export","51","Armenia","ARM","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","7570",NA,"7570",NA,88822,NA,NA,"0"
"44","H5","2017",2017-01-01,"2017","6","1","2","Export","56","Belgium","BEL","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","917584",NA,"917584",NA,51280201,NA,NA,"0"
"45","H5","2017",2017-01-01,"2017","4","0","2","Export","56","Belgium","BEL","0","World","WLD",NA,"","","","","","","8486","Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in note 9-C to this Chapter","1","No Quantity",NA,"","0",NA,"534250",NA,36680514,NA,NA,"6"
"46","H5","2017",2017-01-01,"2017","6","1","2","Export","51","Armenia","ARM","0","World","WLD",NA,"","","","","","","854370","Electrical machines and apparatus; having individual functions, not specified or included elsewhere in this chapter, n.e.c. in heading no. 8543","5","Number of items",NA,"","4777",NA,"1293",NA,71404,NA,NA,"0"
"47","H5","2017",2017-01-01,"2017","6","1","2","Export","56","Belgium","BEL","0","World","WLD",NA,"","","","","","","854370","Electrical machines and apparatus; having individual functions, not specified or included elsewhere in this chapter, n.e.c. in heading no. 8543","1","No Quantity",NA,"","0",NA,"2751275",NA,214457367,NA,NA,"6"
"48","H5","2017",2017-01-01,"2017","6","1","2","Export","60","Bermuda","BMU","0","World","WLD",NA,"","","","","","","854370","Electrical machines and apparatus; having individual functions, not specified or included elsewhere in this chapter, n.e.c. in heading no. 8543","5","Number of items",NA,"","35",NA,"836",NA,89571,NA,NA,"4"
"49","H5","2017",2017-01-01,"2017","6","1","2","Export","51","Armenia","ARM","0","World","WLD",NA,"","","","","","","854390","Electrical machines and apparatus; parts of the electrical goods of heading no. 8543","8","Weight in kilograms",NA,"","145",NA,"145",NA,1730500,NA,NA,"0"
"50","H5","2017",2017-01-01,"2017","6","1","2","Export","56","Belgium","BEL","0","World","WLD",NA,"","","","","","","854390","Electrical machines and apparatus; parts of the electrical goods of heading no. 8543","8","Weight in kilograms",NA,"","938969",NA,"938969",NA,47089105,NA,NA,"6"
"51","H5","2017",2017-01-01,"2017","6","1","2","Export","51","Armenia","ARM","0","World","WLD",NA,"","","","","","","903082","Instruments and apparatus; for measuring or checking semiconductor wafers or devices","5","Number of items",NA,"","15",NA,"1973",NA,843461,NA,NA,"0"
"52","H5","2017",2017-01-01,"2017","6","1","2","Export","56","Belgium","BEL","0","World","WLD",NA,"","","","","","","903082","Instruments and apparatus; for measuring or checking semiconductor wafers or devices","1","No Quantity",NA,"","0",NA,"5413",NA,1553895,NA,NA,"6"
"53","H5","2017",2017-01-01,"2017","6","1","2","Export","56","Belgium","BEL","0","World","WLD",NA,"","","","","","","903141","Optical instruments and appliances; for inspecting semiconductor wafers or devices or for inspecting photomasks or reticles used in manufacturing semiconductor devices, n.e.c. in chapter 90","1","No Quantity",NA,"","0",NA,"977",NA,317410,NA,NA,"2"
"54","H5","2017",2017-01-01,"2017","6","1","2","Export","76","Brazil","BRA","0","World","WLD",NA,"","","","","","","281111","Hydrogen fluoride (hydrofluoric acid)","8","Weight in kilograms",NA,"","7650",NA,"7650",NA,60000,NA,NA,"0"
"55","H5","2017",2017-01-01,"2017","6","1","2","Export","70","Bosnia Herzegovina","BIH","0","World","WLD",NA,"","","","","","","370790","Photographic goods; chemical preparations other than sensitised emulsions, put up in measured portions or put up for retail sale in a form ready for use","8","Weight in kilograms",NA,"","1410",NA,"1410",NA,10956,NA,NA,"0"
"56","H5","2017",2017-01-01,"2017","6","1","2","Export","68","Bolivia (Plurinational State of)","BOL","0","World","WLD",NA,"","","","","","","391190","Polysulphides, polysulphones and similar products of chemical synthesis n.e.c. in chapter 39; in primary forms","8","Weight in kilograms",NA,"","2205",NA,"2205",NA,16653,NA,NA,"0"
"57","H5","2017",2017-01-01,"2017","6","1","2","Export","70","Bosnia Herzegovina","BIH","0","World","WLD",NA,"","","","","","","391190","Polysulphides, polysulphones and similar products of chemical synthesis n.e.c. in chapter 39; in primary forms","8","Weight in kilograms",NA,"","226",NA,"226",NA,1922,NA,NA,"0"
"58","H5","2017",2017-01-01,"2017","6","1","2","Export","70","Bosnia Herzegovina","BIH","0","World","WLD",NA,"","","","","","","392099","Plastics; plates, sheets, film, foil and strip (not self-adhesive), of plastics n.e.c. in heading no. 3920, non-cellular and not reinforced, laminated, supported or similarly combined with other materials","8","Weight in kilograms",NA,"","11511",NA,"11511",NA,52321,NA,NA,"0"
"59","H5","2017",2017-01-01,"2017","6","1","2","Export","70","Bosnia Herzegovina","BIH","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","154489",NA,"154489",NA,7017040,NA,NA,"0"
"60","H5","2017",2017-01-01,"2017","4","0","2","Export","70","Bosnia Herzegovina","BIH","0","World","WLD",NA,"","","","","","","8486","Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in note 9-C to this Chapter","1","No Quantity",NA,"","0",NA,"5990",NA,25584,NA,NA,"2"
"61","H5","2017",2017-01-01,"2017","6","1","2","Export","68","Bolivia (Plurinational State of)","BOL","0","World","WLD",NA,"","","","","","","854370","Electrical machines and apparatus; having individual functions, not specified or included elsewhere in this chapter, n.e.c. in heading no. 8543","1","No Quantity",NA,"","0",NA,"2072",NA,144849,NA,NA,"2"
"62","H5","2017",2017-01-01,"2017","6","1","2","Export","70","Bosnia Herzegovina","BIH","0","World","WLD",NA,"","","","","","","854370","Electrical machines and apparatus; having individual functions, not specified or included elsewhere in this chapter, n.e.c. in heading no. 8543","1","No Quantity",NA,"","0",NA,"78167",NA,1106789,NA,NA,"2"
"63","H5","2017",2017-01-01,"2017","6","1","2","Export","68","Bolivia (Plurinational State of)","BOL","0","World","WLD",NA,"","","","","","","854390","Electrical machines and apparatus; parts of the electrical goods of heading no. 8543","8","Weight in kilograms",NA,"","0",NA,"0",NA,254,NA,NA,"0"
"64","H5","2017",2017-01-01,"2017","6","1","2","Export","70","Bosnia Herzegovina","BIH","0","World","WLD",NA,"","","","","","","854390","Electrical machines and apparatus; parts of the electrical goods of heading no. 8543","8","Weight in kilograms",NA,"","207",NA,"207",NA,5515,NA,NA,"0"
"65","H5","2017",2017-01-01,"2017","6","1","2","Export","76","Brazil","BRA","0","World","WLD",NA,"","","","","","","370790","Photographic goods; chemical preparations other than sensitised emulsions, put up in measured portions or put up for retail sale in a form ready for use","8","Weight in kilograms",NA,"","334903",NA,"334903",NA,739674,NA,NA,"6"
"66","H5","2017",2017-01-01,"2017","6","1","2","Export","96","Brunei Darussalam","BRN","0","World","WLD",NA,"","","","","","","370790","Photographic goods; chemical preparations other than sensitised emulsions, put up in measured portions or put up for retail sale in a form ready for use","8","Weight in kilograms",NA,"","11",NA,"11",NA,2363,NA,NA,"0"
"67","H5","2017",2017-01-01,"2017","6","1","2","Export","76","Brazil","BRA","0","World","WLD",NA,"","","","","","","391190","Polysulphides, polysulphones and similar products of chemical synthesis n.e.c. in chapter 39; in primary forms","8","Weight in kilograms",NA,"","862050",NA,"862050",NA,2496904,NA,NA,"6"
"68","H5","2017",2017-01-01,"2017","6","1","2","Export","96","Brunei Darussalam","BRN","0","World","WLD",NA,"","","","","","","391190","Polysulphides, polysulphones and similar products of chemical synthesis n.e.c. in chapter 39; in primary forms","8","Weight in kilograms",NA,"","14",NA,"14",NA,205,NA,NA,"0"
"69","H5","2017",2017-01-01,"2017","6","1","2","Export","76","Brazil","BRA","0","World","WLD",NA,"","","","","","","392099","Plastics; plates, sheets, film, foil and strip (not self-adhesive), of plastics n.e.c. in heading no. 3920, non-cellular and not reinforced, laminated, supported or similarly combined with other materials","8","Weight in kilograms",NA,"","302185",NA,"302185",NA,2463352,NA,NA,"6"
"70","H5","2017",2017-01-01,"2017","6","1","2","Export","96","Brunei Darussalam","BRN","0","World","WLD",NA,"","","","","","","392099","Plastics; plates, sheets, film, foil and strip (not self-adhesive), of plastics n.e.c. in heading no. 3920, non-cellular and not reinforced, laminated, supported or similarly combined with other materials","8","Weight in kilograms",NA,"","150",NA,"150",NA,575,NA,NA,"0"
"71","H5","2017",2017-01-01,"2017","6","1","2","Export","76","Brazil","BRA","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","1517780",NA,"1517780",NA,35002479,NA,NA,"6"
"72","H5","2017",2017-01-01,"2017","4","0","2","Export","76","Brazil","BRA","0","World","WLD",NA,"","","","","","","8486","Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in note 9-C to this Chapter","1","No Quantity",NA,"","0",NA,"33451",NA,264264,NA,NA,"6"
"73","H5","2017",2017-01-01,"2017","4","0","2","Export","96","Brunei Darussalam","BRN","0","World","WLD",NA,"","","","","","","8486","Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in note 9-C to this Chapter","1","No Quantity",NA,"","0",NA,"195",NA,30556,NA,NA,"6"
"74","H5","2017",2017-01-01,"2017","6","1","2","Export","76","Brazil","BRA","0","World","WLD",NA,"","","","","","","854370","Electrical machines and apparatus; having individual functions, not specified or included elsewhere in this chapter, n.e.c. in heading no. 8543","5","Number of items",NA,"","6018667",NA,"234872",NA,26648234,NA,NA,"4"
"75","H5","2017",2017-01-01,"2017","6","1","2","Export","96","Brunei Darussalam","BRN","0","World","WLD",NA,"","","","","","","854370","Electrical machines and apparatus; having individual functions, not specified or included elsewhere in this chapter, n.e.c. in heading no. 8543","5","Number of items",NA,"","440",NA,"5244",NA,561405,NA,NA,"6"
"76","H5","2017",2017-01-01,"2017","6","1","2","Export","76","Brazil","BRA","0","World","WLD",NA,"","","","","","","854390","Electrical machines and apparatus; parts of the electrical goods of heading no. 8543","8","Weight in kilograms",NA,"","29108",NA,"29130",NA,2881876,NA,NA,"6"
"77","H5","2017",2017-01-01,"2017","6","1","2","Export","96","Brunei Darussalam","BRN","0","World","WLD",NA,"","","","","","","854390","Electrical machines and apparatus; parts of the electrical goods of heading no. 8543","8","Weight in kilograms",NA,"","112",NA,"112",NA,16289,NA,NA,"6"
"78","H5","2017",2017-01-01,"2017","6","1","2","Export","76","Brazil","BRA","0","World","WLD",NA,"","","","","","","903082","Instruments and apparatus; for measuring or checking semiconductor wafers or devices","5","Number of items",NA,"","3",NA,NA,NA,5463,NA,NA,"4"
"79","H5","2017",2017-01-01,"2017","6","1","2","Export","96","Brunei Darussalam","BRN","0","World","WLD",NA,"","","","","","","903082","Instruments and apparatus; for measuring or checking semiconductor wafers or devices","5","Number of items",NA,"","2",NA,NA,NA,3155,NA,NA,"4"
"80","H5","2017",2017-01-01,"2017","6","1","2","Export","96","Brunei Darussalam","BRN","0","World","WLD",NA,"","","","","","","903141","Optical instruments and appliances; for inspecting semiconductor wafers or devices or for inspecting photomasks or reticles used in manufacturing semiconductor devices, n.e.c. in chapter 90","1","No Quantity",NA,"","0",NA,"0",NA,40,NA,NA,"6"
"81","H5","2017",2017-01-01,"2017","6","1","2","Export","112","Belarus","BLR","0","World","WLD",NA,"","","","","","","281111","Hydrogen fluoride (hydrofluoric acid)","8","Weight in kilograms",NA,"","12",NA,"12",NA,300,NA,NA,"0"
"82","H5","2017",2017-01-01,"2017","6","1","2","Export","100","Bulgaria","BGR","0","World","WLD",NA,"","","","","","","370790","Photographic goods; chemical preparations other than sensitised emulsions, put up in measured portions or put up for retail sale in a form ready for use","8","Weight in kilograms",NA,"","77878",NA,"77878",NA,3117834,NA,NA,"6"
"83","H5","2017",2017-01-01,"2017","6","1","2","Export","112","Belarus","BLR","0","World","WLD",NA,"","","","","","","370790","Photographic goods; chemical preparations other than sensitised emulsions, put up in measured portions or put up for retail sale in a form ready for use","8","Weight in kilograms",NA,"","1542803",NA,"1542803",NA,874400,NA,NA,"0"
"84","H5","2017",2017-01-01,"2017","6","1","2","Export","100","Bulgaria","BGR","0","World","WLD",NA,"","","","","","","391190","Polysulphides, polysulphones and similar products of chemical synthesis n.e.c. in chapter 39; in primary forms","8","Weight in kilograms",NA,"","23169",NA,"23169",NA,75684,NA,NA,"0"
"85","H5","2017",2017-01-01,"2017","6","1","2","Export","100","Bulgaria","BGR","0","World","WLD",NA,"","","","","","","392099","Plastics; plates, sheets, film, foil and strip (not self-adhesive), of plastics n.e.c. in heading no. 3920, non-cellular and not reinforced, laminated, supported or similarly combined with other materials","8","Weight in kilograms",NA,"","916483",NA,"916483",NA,1894913,NA,NA,"6"
"86","H5","2017",2017-01-01,"2017","6","1","2","Export","104","Myanmar","MMR","0","World","WLD",NA,"","","","","","","392099","Plastics; plates, sheets, film, foil and strip (not self-adhesive), of plastics n.e.c. in heading no. 3920, non-cellular and not reinforced, laminated, supported or similarly combined with other materials","8","Weight in kilograms",NA,"","76",NA,"76",NA,78,NA,NA,"0"
"87","H5","2017",2017-01-01,"2017","6","1","2","Export","100","Bulgaria","BGR","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","167409",NA,"167409",NA,7584911,NA,NA,"6"
"88","H5","2017",2017-01-01,"2017","6","1","2","Export","104","Myanmar","MMR","0","World","WLD",NA,"","","","","","","848071","Moulds; for rubber or plastics, injection or compression types","8","Weight in kilograms",NA,"","7902",NA,"7902",NA,103491,NA,NA,"0"
"89","H5","2017",2017-01-01,"2017","4","0","2","Export","100","Bulgaria","BGR","0","World","WLD",NA,"","","","","","","8486","Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in note 9-C to this Chapter","1","No Quantity",NA,"","0",NA,"403363",NA,3397953,NA,NA,"2"
"90","H5","2017",2017-01-01,"2017","4","0","2","Export","104","Myanmar","MMR","0","World","WLD",NA,"","","","","","","8486","Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in note 9-C to this Chapter","5","Number of items",NA,"","1932006",NA,"2992",NA,653255,NA,NA,"4"
"91","H5","2017",2017-01-01,"2017","6","1","2","Export","100","Bulgaria","BGR","0","World","WLD",NA,"","","","","","","854370","Electrical machines and apparatus; having individual functions, not specified or included elsewhere in this chapter, n.e.c. in heading no. 8543","1","No Quantity",NA,"","0",NA,"4108027",NA,57884276,NA,NA,"6"
